customer_id,signup_date,country,age,gender,loyalty_tier,acquisition_channel
353,2021-11-24,US,29,Female,Bronze,Paid Search
354,2022-04-22,US,40,Male,Bronze,Organic
355,2023-11-28,AU,20,Female,Bronze,Organic
356,2023-12-23,IN,36,Female,Silver,Organic
357,2021-06-15,DE,43,Female,Bronze,Organic
358,2023-09-04,US,25,Male,Bronze,Paid Search
359,2021-04-10,UK,64,Female,Bronze,Email
360,2023-03-31,CA,21,Female,Bronze,Email
361,2023-07-15,US,41,Male,Bronze,Paid Search
362,2023-09-03,IN,35,Female,Bronze,Organic
363,2021-09-02,US,49,Female,Silver,Paid Search
364,2023-09-06,US,32,Male,Silver,Email
365,2021-05-07,UK,25,Female,Bronze,Organic
366,2022-07-23,UK,44,Male,Silver,Organic
367,2022-05-30,UK,27,Female,Platinum,Paid Search
368,2021-12-12,IN,43,Female,Bronze,Organic
369,2021-01-25,IN,22,Female,Silver,Organic
370,2023-04-26,IN,28,Male,Bronze,Paid Search
371,2022-01-03,US,25,Male,Silver,Organic
372,2022-12-26,US,20,Male,Bronze,Email
373,2022-03-26,US,22,Female,Gold,Organic
374,2022-02-14,BR,50,Female,Silver,Email
375,2023-08-29,US,57,Male,Bronze,Paid Search
376,2021-04-14,IN,18,Female,Bronze,Organic
377,2023-03-18,IN,48,Female,Bronze,Organic
378,2023-03-29,CA,39,Female,Bronze,Organic
379,2022-02-21,CA,35,Male,Bronze,Organic
380,2021-10-15,DE,20,Male,Platinum,Paid Search
381,2021-01-06,US,46,Male,Bronze,Paid Search
382,2023-10-23,US,18,Female,Silver,Organic
383,2023-11-04,CA,33,Female,Silver,Email
384,2021-09-21,BR,27,Male,Silver,Email
385,2021-02-04,BR,32,Female,Bronze,Organic
386,2021-05-15,BR,49,Female,Silver,Organic
387,2021-03-16,IN,18,Male,Bronze,Organic
388,2023-06-30,US,21,Male,Bronze,Email
389,2023-09-04,DE,31,Female,Bronze,Organic
390,2021-06-17,UK,45,Other,Bronze,Paid Search
391,2023-03-29,US,41,Male,Silver,Email
392,2021-07-16,UK,53,Male,Bronze,Referral
393,2022-02-07,AU,37,Female,Bronze,Organic
394,2022-10-19,US,38,Male,Bronze,Paid Search
395,2023-02-28,IN,28,Male,Silver,Social
396,2023-08-16,IN,18,Male,Silver,Social
397,2021-02-19,US,51,Female,Bronze,Social
398,2021-08-04,CA,38,Male,Bronze,Organic
399,2021-11-04,DE,34,Female,Bronze,Paid Search
400,2021-12-06,US,26,Male,Bronze,Paid Search
401,2023-12-29,BR,51,Male,Bronze,Organic
402,2023-05-02,IN,19,Female,Silver,Social
403,2021-12-17,UK,23,Male,Bronze,Social
404,2023-12-01,DE,30,Male,Bronze,Organic
405,2022-07-01,BR,41,Male,Silver,Social
406,2022-07-03,US,32,Female,Bronze,Organic
407,2022-04-20,UK,42,Male,Silver,Social
408,2021-06-07,DE,43,Male,Silver,Paid Search
409,2023-10-21,BR,32,Male,Bronze,Paid Search
410,2021-01-16,CA,48,Male,Silver,Organic
411,2021-07-10,BR,22,Female,Bronze,Email
412,2021-09-09,US,30,Female,Bronze,Organic
413,2021-11-02,IN,35,Female,Bronze,Referral
414,2021-05-25,US,43,Male,Bronze,Email
415,2021-01-20,IN,49,Male,Silver,Paid Search
416,2023-01-13,CA,28,Female,Silver,Social
417,2023-11-28,IN,38,Male,Silver,Email
418,2021-05-14,US,25,Male,Gold,Email
419,2021-11-21,DE,32,Female,Bronze,Organic
420,2022-07-09,US,40,Male,Bronze,Paid Search
421,2023-10-13,US,41,Male,Bronze,Organic
422,2023-01-31,DE,37,Female,Silver,Email
423,2023-04-19,BR,29,Female,Bronze,Referral
424,2022-09-29,US,34,Male,Silver,Social
425,2022-04-02,UK,30,Male,Gold,Paid Search
426,2021-08-07,IN,36,Female,Gold,Email
427,2023-08-05,US,30,Male,Bronze,Paid Search
428,2023-05-31,IN,28,Female,Silver,Organic
429,2021-01-28,US,29,Male,Gold,Referral
430,2023-02-23,CA,37,Female,Bronze,Email
431,2021-04-03,CA,28,Male,Bronze,Paid Search
432,2023-03-21,US,23,Male,Silver,Social
433,2023-06-24,US,43,Female,Bronze,Social
434,2021-05-24,US,26,Male,Bronze,Email
435,2022-04-21,AU,29,Female,Silver,Email
436,2021-05-16,BR,28,Female,Bronze,Social
437,2022-09-14,BR,34,Female,Bronze,Paid Search
438,2023-10-13,IN,38,Male,Bronze,Paid Search
439,2021-03-30,CA,30,Female,Bronze,Organic
440,2022-03-12,UK,40,Male,Bronze,Paid Search
441,2023-12-02,US,31,Male,Bronze,Organic
442,2021-11-26,IN,38,Male,Gold,Organic
443,2021-05-25,IN,49,Male,Gold,Social
444,2022-06-19,IN,30,Female,Bronze,Email
445,2022-07-11,US,38,Female,Bronze,Email
446,2022-12-27,IN,47,Other,Bronze,Organic
447,2021-12-10,UK,27,Male,Gold,Organic
448,2023-11-13,US,20,Female,Gold,Paid Search
449,2022-07-25,US,35,Male,Bronze,Organic
450,2021-11-10,DE,39,Male,Bronze,Referral
451,2023-11-18,IN,41,Female,Gold,Organic
452,2023-10-10,IN,33,Male,Bronze,Email
453,2022-07-01,BR,36,Male,Bronze,Paid Search
454,2021-01-28,IN,31,Female,Bronze,Organic
455,2022-10-16,US,40,Male,Silver,Social
456,2022-08-31,US,36,Male,Bronze,Email
457,2021-06-12,US,27,Male,Bronze,Paid Search
458,2022-11-26,US,49,Female,Bronze,Organic
459,2023-07-10,BR,42,Male,Gold,Referral
460,2021-04-26,BR,25,Male,Bronze,Email
461,2023-03-04,IN,26,Male,Bronze,Email
462,2021-06-03,US,30,Female,Bronze,Organic
463,2023-03-31,US,62,Female,Bronze,Social
464,2022-04-04,DE,18,Male,Bronze,Referral
465,2021-01-08,BR,60,Female,Gold,Paid Search
466,2023-11-25,IN,32,Male,Bronze,Email
467,2021-07-01,BR,27,Male,Gold,Email
468,2022-10-15,US,48,Female,Bronze,Paid Search
469,2021-07-18,UK,32,Male,Silver,Paid Search
470,2023-10-19,US,54,Female,Bronze,Email
471,2023-03-20,UK,34,Female,Bronze,Social
472,2023-05-31,UK,39,Female,Silver,Paid Search
473,2022-04-19,UK,35,Male,Bronze,Paid Search
474,2022-05-27,CA,51,Female,Bronze,Paid Search
475,2022-11-26,US,28,Female,Bronze,Paid Search
476,2023-05-10,US,31,Male,Silver,Email
477,2023-07-17,DE,34,Male,Bronze,Paid Search
478,2021-01-20,UK,34,Male,Silver,Social
479,2022-12-28,AU,52,Female,Silver,Referral
480,2021-04-30,CA,42,Female,Bronze,Paid Search
481,2021-11-12,IN,33,Female,Silver,Organic
482,2023-06-28,IN,33,Male,Silver,Paid Search
483,2021-10-02,DE,24,Male,Bronze,Paid Search
484,2023-05-23,US,35,Female,Silver,Social
485,2022-05-22,IN,43,Male,Bronze,Paid Search
486,2021-09-12,US,29,Male,Gold,Email
487,2022-01-01,US,26,Female,Silver,Organic
488,2022-08-05,CA,44,Female,Bronze,Organic
489,2023-04-18,IN,45,Female,Bronze,Social
490,2022-10-26,BR,24,Male,Bronze,Organic
491,2023-10-19,BR,28,Female,Silver,Paid Search
492,2023-08-09,CA,49,Male,Silver,Social
493,2023-04-05,CA,29,Male,Silver,Email
494,2022-10-23,US,42,Male,Bronze,Organic
495,2021-11-14,US,26,Female,Bronze,Organic
496,2022-03-28,DE,33,Female,Bronze,Email
497,2021-05-11,US,62,Male,Bronze,Referral
498,2022-02-14,IN,20,Male,Silver,Organic
499,2023-10-12,AU,25,Female,Silver,Social
500,2022-04-12,DE,23,Female,Silver,Email
501,2021-05-05,US,40,Female,Bronze,Organic
502,2022-12-15,DE,18,Female,Bronze,Organic
503,2023-11-21,CA,52,Male,Bronze,Referral
504,2023-08-08,BR,33,Male,Silver,Organic
505,2021-10-28,DE,25,Female,Silver,Paid Search
506,2022-05-13,US,46,Female,Bronze,Referral
507,2022-08-05,CA,33,Male,Silver,Paid Search
508,2021-09-29,DE,49,Male,Bronze,Paid Search
509,2021-10-22,IN,37,Male,Bronze,Referral
510,2021-09-17,CA,31,Female,Gold,Paid Search
511,2023-12-26,IN,41,Female,Bronze,Organic
512,2023-03-28,AU,43,Male,Gold,Organic
513,2023-07-10,AU,37,Female,Bronze,Paid Search
514,2023-06-14,US,27,Female,Silver,Organic
515,2023-11-17,IN,55,Other,Bronze,Organic
516,2021-04-26,US,34,Male,Bronze,Referral
517,2023-08-24,US,29,Male,Silver,Referral
518,2021-03-14,US,45,Female,Gold,Organic
519,2022-06-05,IN,42,Male,Silver,Social
520,2022-10-13,US,42,Male,Gold,Organic
521,2022-01-27,CA,30,Male,Bronze,Social
522,2021-06-10,US,23,Male,Bronze,Email
523,2021-07-30,US,41,Male,Gold,Paid Search
524,2023-06-23,US,32,Female,Silver,Paid Search
525,2021-12-16,IN,36,Male,Bronze,Paid Search
526,2021-12-06,US,51,Male,Silver,Social
527,2023-10-09,BR,49,Male,Silver,Referral
528,2021-06-07,IN,24,Female,Silver,Email
529,2023-09-30,BR,49,Male,Platinum,Email
530,2023-10-06,US,46,Male,Gold,Email
531,2022-10-18,US,33,Female,Bronze,Social
532,2021-07-01,BR,47,Female,Bronze,Organic
533,2021-06-20,IN,30,Female,Silver,Paid Search
534,2021-11-08,US,36,Female,Silver,Email
535,2022-09-25,US,45,Male,Bronze,Email
536,2021-06-18,BR,29,Male,Silver,Paid Search
537,2022-05-14,US,24,Male,Silver,Social
538,2021-05-07,IN,40,Female,Bronze,Paid Search
539,2022-08-15,BR,31,Male,Silver,Paid Search
540,2021-01-24,DE,41,Male,Bronze,Paid Search
541,2023-02-16,CA,32,Female,Gold,Paid Search
542,2021-03-02,IN,18,Male,Bronze,Email
543,2021-08-02,DE,31,Female,Silver,Referral
544,2021-07-11,UK,45,Female,Silver,Paid Search
545,2023-06-29,US,35,Female,Platinum,Organic
